                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     49,                 2.2408,                 2.9284,                 2.7176,                0.73421,                 0.6355,                0.71526,                0.50903,                 2.1289,                 2.1965,                 2.5941,               0.007624,               0.007624,               0.007624
                     50,                  2.238,                 2.9127,                 2.7119,                0.73196,                0.64128,                0.71767,                0.51212,                 2.1228,                 2.1824,                 2.5893,              0.0075745,              0.0075745,              0.0075745
                     51,                 2.2261,                 2.8975,                 2.7081,                0.74552,                0.63723,                0.72117,                0.51501,                 2.1151,                 2.1709,                 2.5827,               0.007525,               0.007525,               0.007525
                     52,                 2.2246,                 2.8643,                 2.7046,                0.73573,                0.64712,                0.72371,                0.51695,                 2.1124,                 2.1653,                   2.58,              0.0074755,              0.0074755,              0.0074755
                     53,                 2.2084,                 2.8486,                 2.6908,                0.74978,                0.63982,                0.72529,                0.51812,                 2.1109,                   2.16,                 2.5784,               0.007426,               0.007426,               0.007426
                     54,                 2.2083,                 2.8428,                 2.6958,                0.74263,                0.64863,                0.72683,                0.51996,                 2.1086,                  2.151,                 2.5749,              0.0073765,              0.0073765,              0.0073765
                     55,                 2.2037,                 2.8049,                 2.6865,                0.73759,                0.65521,                0.72932,                0.52272,                  2.106,                 2.1439,                 2.5726,               0.007327,               0.007327,               0.007327
                     56,                 2.1929,                 2.7971,                 2.6755,                0.73698,                0.65867,                0.73147,                0.52469,                  2.101,                 2.1362,                 2.5696,              0.0072775,              0.0072775,              0.0072775
                     57,                 2.1941,                 2.7915,                 2.6745,                0.73559,                0.66192,                0.73292,                0.52631,                 2.0974,                 2.1244,                 2.5663,               0.007228,               0.007228,               0.007228
                     58,                 2.1843,                 2.7652,                 2.6677,                0.73643,                0.66237,                0.73419,                0.52784,                 2.0925,                 2.1159,                 2.5632,              0.0071785,              0.0071785,              0.0071785
                     59,                 2.1845,                  2.758,                 2.6625,                0.72812,                0.66796,                0.73624,                0.52959,                 2.0877,                 2.1067,                 2.5584,               0.007129,               0.007129,               0.007129
                     60,                 2.1723,                  2.748,                  2.662,                0.73627,                0.66468,                0.73835,                0.53151,                 2.0841,                 2.1002,                 2.5556,              0.0070795,              0.0070795,              0.0070795
