                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     83,                 2.2145,                 2.8678,                 2.7676,                 0.7437,                0.63607,                0.72349,                0.51877,                 2.1161,                 2.1487,                 2.6702,               0.005941,               0.005941,               0.005941
                     84,                  2.216,                  2.844,                 2.7587,                0.74235,                0.63589,                0.72426,                 0.5195,                 2.1157,                 2.1451,                 2.6697,              0.0058915,              0.0058915,              0.0058915
                     85,                 2.2083,                 2.8523,                 2.7559,                0.74529,                0.63479,                0.72516,                0.51995,                 2.1147,                 2.1405,                 2.6682,               0.005842,               0.005842,               0.005842
                     86,                 2.2002,                 2.8455,                 2.7615,                 0.7431,                0.63427,                0.72538,                0.52058,                 2.1128,                 2.1364,                 2.6662,              0.0057925,              0.0057925,              0.0057925
                     87,                 2.2072,                  2.863,                 2.7621,                0.74579,                0.63414,                0.72529,                0.52077,                  2.112,                 2.1325,                  2.665,               0.005743,               0.005743,               0.005743
                     88,                 2.1994,                 2.8544,                 2.7569,                 0.7489,                0.63349,                0.72608,                0.52136,                 2.1101,                 2.1307,                 2.6624,              0.0056935,              0.0056935,              0.0056935
                     89,                 2.1854,                 2.8275,                  2.742,                0.74212,                0.63729,                0.72686,                0.52223,                  2.108,                 2.1282,                 2.6604,               0.005644,               0.005644,               0.005644
                     90,                 2.1937,                 2.8161,                 2.7419,                0.74378,                0.63788,                0.72718,                0.52308,                 2.1074,                 2.1245,                 2.6596,              0.0055945,              0.0055945,              0.0055945
                     91,                 2.1801,                  2.805,                 2.7479,                0.74136,                0.64018,                0.72799,                0.52346,                 2.1054,                 2.1219,                  2.658,               0.005545,               0.005545,               0.005545
                     92,                 2.1845,                 2.7919,                 2.7309,                0.74158,                 0.6408,                0.72826,                  0.524,                 2.1033,                 2.1187,                 2.6557,              0.0054955,              0.0054955,              0.0054955
                     93,                 2.1733,                  2.794,                 2.7358,                0.74163,                0.64113,                0.72883,                0.52453,                 2.1012,                  2.116,                 2.6538,               0.005446,               0.005446,               0.005446
                     94,                 2.1806,                 2.7931,                 2.7356,                 0.7424,                0.64319,                 0.7297,                0.52508,                 2.0994,                 2.1121,                  2.651,              0.0053965,              0.0053965,              0.0053965
                     95,                 2.1708,                 2.7739,                  2.731,                0.74087,                0.64564,                0.73023,                0.52534,                 2.0981,                 2.1086,                 2.6501,               0.005347,               0.005347,               0.005347
                     96,                 2.1808,                  2.783,                 2.7337,                0.74507,                0.64041,                0.73058,                0.52566,                 2.0978,                 2.1038,                 2.6493,              0.0052975,              0.0052975,              0.0052975
                     97,                 2.1584,                 2.7539,                 2.7165,                0.74468,                0.64152,                0.73134,                0.52687,                  2.097,                 2.1012,                 2.6479,               0.005248,               0.005248,               0.005248
                     98,                 2.1661,                 2.7532,                 2.7241,                0.74037,                 0.6467,                 0.7312,                0.52718,                 2.0957,                 2.0974,                 2.6468,              0.0051985,              0.0051985,              0.0051985
                     99,                  2.157,                 2.7481,                 2.7146,                0.74093,                0.64493,                0.73152,                0.52746,                 2.0952,                 2.0929,                  2.646,               0.005149,               0.005149,               0.005149
                    100,                 2.1495,                 2.7327,                 2.7086,                 0.7364,                0.64963,                0.73211,                0.52795,                 2.0943,                 2.0904,                  2.644,              0.0050995,              0.0050995,              0.0050995
                    101,                 2.1469,                 2.7181,                 2.7072,                0.73246,                0.65279,                0.73275,                0.52884,                 2.0929,                 2.0864,                 2.6428,                0.00505,                0.00505,                0.00505
                    102,                  2.157,                 2.7223,                 2.7146,                0.73215,                0.65303,                 0.7334,                0.52993,                 2.0906,                 2.0832,                 2.6405,              0.0050005,              0.0050005,              0.0050005
                    103,                 2.1552,                 2.7159,                 2.7146,                 0.7298,                0.65441,                0.73385,                0.53089,                 2.0885,                 2.0801,                 2.6388,               0.004951,               0.004951,               0.004951
                    104,                 2.1452,                 2.6941,                 2.7039,                0.73491,                0.65256,                0.73407,                0.53123,                 2.0868,                 2.0772,                 2.6374,              0.0049015,              0.0049015,              0.0049015
                    105,                 2.1478,                 2.7017,                 2.7091,                0.73338,                0.65441,                0.73451,                0.53192,                 2.0861,                 2.0729,                 2.6357,               0.004852,               0.004852,               0.004852
                    106,                 2.1379,                 2.7019,                 2.7029,                0.73282,                0.65676,                 0.7352,                0.53259,                 2.0848,                 2.0699,                 2.6342,              0.0048025,              0.0048025,              0.0048025
                    107,                 2.1432,                 2.6902,                 2.7018,                0.73266,                 0.6573,                0.73573,                0.53311,                 2.0842,                 2.0663,                 2.6334,               0.004753,               0.004753,               0.004753
                    108,                 2.1464,                  2.682,                 2.7009,                0.73258,                0.65863,                0.73619,                 0.5334,                 2.0826,                 2.0635,                 2.6312,              0.0047035,              0.0047035,              0.0047035
                    109,                 2.1361,                  2.672,                 2.6951,                0.73414,                0.65979,                 0.7373,                0.53475,                 2.0819,                 2.0593,                 2.6299,               0.004654,               0.004654,               0.004654
                    110,                 2.1268,                 2.6566,                 2.6889,                0.74076,                0.65678,                0.73807,                0.53546,                 2.0806,                  2.055,                 2.6284,              0.0046045,              0.0046045,              0.0046045
                    111,                 2.1349,                 2.6815,                 2.6984,                0.74017,                0.65741,                0.73832,                0.53557,                 2.0798,                 2.0516,                 2.6271,               0.004555,               0.004555,               0.004555
                    112,                 2.1204,                  2.657,                 2.6792,                0.73959,                0.65808,                0.73918,                0.53636,                 2.0786,                 2.0471,                 2.6261,              0.0045055,              0.0045055,              0.0045055
                    113,                 2.1245,                 2.6365,                 2.6856,                0.74182,                0.65836,                0.73924,                0.53663,                 2.0775,                 2.0442,                 2.6245,               0.004456,               0.004456,               0.004456
                    114,                 2.1122,                 2.6324,                 2.6801,                0.74361,                0.65865,                0.74006,                0.53712,                 2.0769,                 2.0413,                 2.6233,              0.0044065,              0.0044065,              0.0044065
