                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    120,                   0.84,                0.89247,                 1.2078,                 0.7939,                0.73441,                0.80797,                0.61131,                0.91623,                0.80984,                 1.2272,              0.0041095,              0.0041095,              0.0041095
                    121,                0.83987,                0.88918,                 1.2087,                0.79437,                0.73427,                0.80841,                0.61193,                0.91606,                0.80875,                  1.227,                0.00406,                0.00406,                0.00406
                    122,                0.83433,                0.88412,                 1.2044,                0.79318,                0.73494,                0.80871,                0.61233,                0.91584,                0.80748,                 1.2267,              0.0040105,              0.0040105,              0.0040105
                    123,                0.83602,                0.88946,                 1.2081,                0.79477,                0.73404,                0.80903,                0.61253,                0.91583,                0.80593,                 1.2265,               0.003961,               0.003961,               0.003961
                    124,                0.82907,                0.87331,                 1.1991,                0.79692,                0.73344,                0.80924,                0.61286,                0.91577,                0.80501,                 1.2263,              0.0039115,              0.0039115,              0.0039115
                    125,                0.82878,                0.86939,                 1.1987,                0.79612,                0.73664,                0.80988,                0.61345,                0.91554,                0.80391,                 1.2258,               0.003862,               0.003862,               0.003862
                    126,                 0.8292,                0.87143,                 1.2002,                0.79494,                0.73768,                0.80997,                0.61374,                0.91531,                0.80285,                 1.2255,              0.0038125,              0.0038125,              0.0038125
                    127,                0.82985,                 0.8602,                 1.1949,                0.79546,                0.73795,                0.81034,                0.61403,                0.91516,                0.80182,                  1.225,               0.003763,               0.003763,               0.003763
                    128,                0.82288,                0.85305,                 1.1933,                0.79065,                0.74318,                0.81091,                0.61454,                 0.9151,                0.80073,                 1.2247,              0.0037135,              0.0037135,              0.0037135
                    129,                0.82791,                 0.8639,                 1.1986,                0.79042,                0.74253,                0.81127,                0.61474,                0.91502,                0.79963,                 1.2243,               0.003664,               0.003664,               0.003664
                    130,                0.82263,                0.85472,                 1.1908,                0.79067,                0.74355,                0.81159,                0.61544,                 0.9148,                0.79859,                 1.2239,              0.0036145,              0.0036145,              0.0036145
                    131,                0.81979,                 0.8475,                  1.189,                0.79047,                0.74286,                0.81174,                0.61565,                0.91459,                0.79769,                 1.2235,               0.003565,               0.003565,               0.003565
                    132,                0.81611,                0.84472,                 1.1886,                0.79069,                0.74308,                0.81197,                 0.6164,                0.91437,                0.79706,                 1.2232,              0.0035155,              0.0035155,              0.0035155
                    133,                0.81506,                0.83964,                 1.1854,                0.79212,                0.74354,                0.81238,                0.61639,                0.91431,                0.79604,                 1.2229,               0.003466,               0.003466,               0.003466
                    134,                0.81334,                0.83494,                 1.1863,                0.79372,                0.74386,                0.81268,                0.61661,                0.91421,                0.79512,                 1.2225,              0.0034165,              0.0034165,              0.0034165
                    135,                0.80787,                0.82825,                 1.1827,                 0.7941,                0.74459,                0.81299,                0.61686,                0.91427,                0.79423,                 1.2224,               0.003367,               0.003367,               0.003367
                    136,                 0.8064,                0.82249,                  1.182,                0.79567,                0.74362,                 0.8133,                0.61675,                0.91409,                0.79354,                  1.222,              0.0033175,              0.0033175,              0.0033175
                    137,                0.80514,                0.82021,                 1.1775,                0.79838,                 0.7417,                0.81354,                0.61726,                0.91385,                0.79269,                 1.2216,               0.003268,               0.003268,               0.003268
                    138,                0.80193,                0.81507,                 1.1777,                0.79971,                0.74088,                0.81392,                0.61762,                0.91374,                0.79202,                 1.2214,              0.0032185,              0.0032185,              0.0032185
                    139,                0.80171,                0.81457,                 1.1755,                 0.7993,                0.74213,                0.81405,                 0.6182,                 0.9135,                0.79139,                 1.2212,               0.003169,               0.003169,               0.003169
                    140,                0.79807,                0.80943,                  1.173,                0.80008,                0.74338,                0.81417,                0.61797,                0.91342,                0.79101,                 1.2211,              0.0031195,              0.0031195,              0.0031195
                    141,                0.79072,                0.80425,                 1.1696,                 0.7983,                 0.7443,                0.81408,                0.61834,                0.91325,                0.79055,                 1.2209,                0.00307,                0.00307,                0.00307
                    142,                0.79944,                 0.8056,                 1.1744,                0.79628,                0.74634,                0.81427,                 0.6187,                 0.9131,                0.78967,                 1.2206,              0.0030205,              0.0030205,              0.0030205
                    143,                0.79284,                0.80128,                  1.172,                0.79799,                0.74625,                 0.8146,                0.61917,                0.91305,                0.78891,                 1.2205,               0.002971,               0.002971,               0.002971
                    144,                0.79427,                0.79275,                 1.1698,                0.79728,                0.74702,                0.81472,                0.61919,                0.91314,                0.78822,                 1.2204,              0.0029215,              0.0029215,              0.0029215
                    145,                0.78688,                0.79054,                 1.1659,                0.79989,                0.74608,                0.81483,                0.61949,                 0.9128,                0.78776,                 1.2198,               0.002872,               0.002872,               0.002872
                    146,                0.78999,                0.79041,                 1.1665,                0.80457,                0.74236,                0.81486,                0.61969,                 0.9128,                0.78731,                 1.2198,              0.0028225,              0.0028225,              0.0028225
                    147,                 0.7831,                0.78337,                 1.1646,                0.80317,                0.74371,                0.81495,                0.62001,                0.91295,                0.78674,                 1.2199,               0.002773,               0.002773,               0.002773
                    148,                0.78451,                0.78329,                 1.1614,                0.80051,                0.74571,                0.81497,                0.62025,                 0.9132,                0.78612,                   1.22,              0.0027235,              0.0027235,              0.0027235
                    149,                0.78228,                0.77904,                 1.1614,                0.80428,                 0.7431,                 0.8151,                 0.6201,                0.91336,                0.78612,                 1.2199,               0.002674,               0.002674,               0.002674
                    150,                0.77447,                0.77119,                 1.1607,                0.80393,                0.74468,                0.81533,                0.62049,                0.91371,                0.78565,                   1.22,              0.0026245,              0.0026245,              0.0026245
                    151,                0.77193,                0.76602,                 1.1576,                0.80365,                0.74567,                0.81551,                 0.6209,                0.91339,                0.78559,                 1.2196,               0.002575,               0.002575,               0.002575
                    152,                 0.7768,                0.77046,                 1.1582,                0.80191,                0.74753,                0.81557,                0.62107,                0.91367,                0.78508,                 1.2197,              0.0025255,              0.0025255,              0.0025255
                    153,                0.77378,                0.76275,                 1.1544,                0.80043,                0.74867,                0.81535,                0.62127,                0.91371,                0.78446,                 1.2196,               0.002476,               0.002476,               0.002476
                    154,                0.76819,                0.75864,                 1.1526,                0.80203,                0.74951,                0.81585,                0.62183,                0.91403,                0.78431,                 1.2198,              0.0024265,              0.0024265,              0.0024265
